Category,Description,Data.Household Weights(Gram),Data.Household Weight Description
FAST FOODS,"FAST FOODS,SUNDAE,HOT FUDGE",155.0,1 sundae
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF",155.0,"1 burrito,  large"
FAST FOODS,"FAST FOODS,SUNDAE,STRAWBERRY",158.0,1 sundae
FAST FOODS,"FAST FOODS,FISH SNDWCH,W/TARTAR SAU&CHS",158.0,1 sandwich
FAST FOODS,"FAST FOODS,DANISH PASTRY,CHS",160.0,1 croissant
FAST FOODS,"FAST FOODS,BISCUIT W/ EGG & STEAK",162.0,1 item
FAST FOODS,"FAST FOODS,CHILI CON CARNE",163.0,2 pieces
FAST FOODS,"FAST FOODS,ENCHILADA,W/CHS&BF",163.0,1 enchilada
FAST FOODS,"FAST FOODS,BURRITO,W/BNS",164.0,"1 ,  6-8 shrimp"
FAST FOODS,"FAST FOODS,FRENCH TOAST W/ BUTTER",165.0,1 item
FAST FOODS,"FAST FOODS,CHESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & BACON",166.2,1 item
FAST FOODS,"FAST FOODS,NACHOS,W/CHS",167.0,1 cup
FAST FOODS,"FAST FOODS,POTATO,MASHED",169.0,1 large
FAST FOODS,"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",171.0,1 item
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",173.0,1 item
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF&CHS",174.0,1 chimichanga
FAST FOODS,"FAST FOODS,RST BF SNDWCH,PLN",175.0,1 sandwich
FAST FOODS,"FAST FOODS,ENCHILADA,W/CHS",180.0,1 chimichanga
FAST FOODS,"FAST FOODS,CHICK FILLET SNDWCH,W/CHS",182.0,1 sandwich
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF&RED CHILI PEPPERS",183.0,1 chimichanga
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",183.0,1 sandwich
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS",186.0,2 pieces
FAST FOODS,"FAST FOODS,CHIMICHANGA,W/BF,CHS,&RED CHILI PEPPERS",190.0,1 chimichanga
FAST FOODS,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",190.85,1 item
FAST FOODS,"FAST FOODS,ENCHIRITO,W/CHS,BF,&BNS",192.0,1 enchilada
FAST FOODS,"FAST FOODS,FRIJOLES W/CHS",193.0,1 enchirito
FAST FOODS,"FAST FOODS,TACO SALAD W/CHILI CON CARNE",198.0,1.5 cup
FAST FOODS,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",199.0,1 item
FAST FOODS,"FAST FOODS,CHSEBURGER; DBLE,REG,PATTY & BN; W/ CONDMNT & VEG",200.6,1 sandwich
FAST FOODS,"FAST FOODS,BURRITO,W/BF,CHS,&CHILI PEPPERS",201.0,2 pieces
FAST FOODS,"FAST FOODS,BURRITO,W/BNS,CHS,&CHILI PEPPERS",203.0,2 pieces
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&MEAT",204.0,2 pieces
FAST FOODS,"FAST FOODS,NACHOS,W/CHS,BNS,GROUND BF,&PEPPERS",204.0,"1 portion,  (6-8 nachos)"
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/COLD CUTS",204.0,1 sandwich
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",205.0,1 item
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHS&EGG",207.0,1.5 cup
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT & VEG",211.3,1 item
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; PLN",215.0,1 item
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/TUNA SALAD",216.0,1 submarine
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK",217.0,1.5 cup
FAST FOODS,"FAST FOODS,BURRITO,W/BNS&CHS",217.0,2 pieces
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/PASTA&SEAFOOD",218.0,1.5 cup
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATTY; W/ CONDMNT & VEG",218.0,1 sandwich
FAST FOODS,"FAST FOODS,CHICK TENDERS",219.0,1 item
FAST FOODS,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",219.03,1 item
FAST FOODS,"FAST FOODS,BURRITO,W/BF&CHILI PEPPERS",220.0,2 pieces
FAST FOODS,"FAST FOODS,TOSTADA,W/BF&CHS",225.0,1 piece
FAST FOODS,"FAST FOODS,HAMBURGER,LRG,TRIPLE PATTY,W/CONDMNT",226.0,1 sandwich
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; PLN",228.0,1 sandwich
FAST FOODS,"FAST FOODS,EGG&CHS SNDWCH",228.0,1 sandwich
FAST FOODS,"FAST FOODS,SUBMARINE SNDWCH,W/RST BF",228.0,1 submarine
FAST FOODS,"FAST FOODS,BURRITO,W/BNS,CHS,&BF",231.0,2 pieces
FAST FOODS,"FAST FOODS,POTATOES,HASHED BROWN",232.0,2 cakes
FAST FOODS,"FAST FOODS,CHSBURGER; SINGLE,LRG PATTY; W/ CONDMNT,VEG & HAM",233.0,1 sandwich
FAST FOODS,"FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS",236.0,1.5 cup
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT",246.91,1 item
FAST FOODS,"FAST FOODS,CHICK FILLET SNDWCH,PLN",249.0,1 item
FAST FOODS,"FAST FOODS,CLAMS,BREADED&FRIED",253.0,"1 cup,  (8 fl oz)"
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY,W/ CONDMNT & VEG",254.0,1 sandwich
FAST FOODS,"FAST FOODS,NACHOS,W/CINN&SUGAR",255.0,"1 portion,  (6-8 nachos)"
FAST FOODS,"FAST FOODS,COLESLAW",256.0,1 submarine
FAST FOODS,"FAST FOODS,CHEESEBURGER; TRIPLE,REG PATTY; PLN",258.0,1 sandwich
FAST FOODS,"FAST FOODS,HAM&CHS SNDWCH",259.0,1 sandwich
FAST FOODS,"FAST FOODS,TOSTADA,W/BNS&CHS",261.0,1.5 cup
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,REG PATTY; PLN",261.0,2 pieces
FAST FOODS,"FAST FOODS,TACO SALAD",263.0,1 large
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",266.22,1 item
FAST FOODS,"FAST FDS,CHSEBURGER;SINGLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",280.0,1 item
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BACON",296.0,1 piece
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&BROCCOLI",299.0,1 piece
FAST FOODS,"FAST FOODS,BURRITO,W/FRUIT (APPL OR CHERRY)",304.0,2 pieces
FAST FOODS,"FAST FOODS,SCALLOPS,BREADED&FRIED",326.0,1.5 cup
FAST FOODS,"FAST FOODS,BURRITO,W/BF",336.0,2 pieces
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/CHS SAU&CHILI",339.0,1 piece
FAST FOODS,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",354.5,1 item
FAST FOODS,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",374.0,1 item
FAST FOODS,"FAST FOODS,POTATO,BKD&TOPPED W/SOUR CRM&CHIVES",395.0,1 piece
FAST FOODS,"FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/SHRIMP",417.0,1.5 cup
FAT,"ANIMAL FAT,BACON GREASE",4.3,1 tsp
FAT,"FAT,BEEF TALLOW",205.0,1 cup
FAT,LARD,205.0,1 cup
FAT,"FAT,MUTTON TALLOW",205.0,1 cup
FAT,"FAT,CHICKEN",205.0,1 cup
FAT,"FAT,DUCK",205.0,1 cup
FAT,"FAT,TURKEY",205.0,1 cup
FAT,"FAT,GOOSE",205.0,1 cup
FEIJOA,"FEIJOA,RAW",243.0,"1 cup, pureed"
FENNEL,"FENNEL,BULB,RAW",87.0,"1 cup, sliced"
FIGS,"FIGS,RAW",64.0,"1 large,  (2-1/2"" dia)"
FIGS,"FIGS,DRIED,UNCOOKED",149.07,1 cup
FIGS,"FIGS,CND,H2O PK,SOL&LIQUIDS",248.0,1 cup
FIGS,"FIGS,CND,LT SYRUP PK,SOL&LIQUIDS",252.0,1 cup
FIGS,"FIGS,CND,HVY SYRUP PK,SOL&LIQUIDS",259.0,1 cup
FIGS,"FIGS,DRIED,STEWED",259.0,1 cup
FIGS,"FIGS,CND,EX HVY SYRUP PK,SOL&LIQUIDS",261.0,1 cup
FIREWEED,"FIREWEED,LEAVES,RAW",23.0,"1 cup, chopped"
FISH OIL,"FISH OIL,MENHADEN,FULLY HYDR",205.0,1 cup
FISH OIL,"FISH OIL,COD LIVER",218.0,1 cup
FISH OIL,"FISH OIL,HERRING",218.0,1 cup
FISH OIL,"FISH OIL,MENHADEN",218.0,1 cup
FISH OIL,"FISH OIL,SALMON",218.0,1 cup
FISH OIL,"FISH OIL,SARDINE",218.0,1 cup
FISH PORTIONS&STKS,"FISH PORTIONS&STKS,FRZ,PREHTD",57.0,"1 piece,  (4"" x 2"" x 1/2"")"
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX",141.0,.5 cup
FLAN,"FLAN,CARAMEL CUSTARD,DRY MIX,PREP W/ 2% MILK",462.0,"1 package,  (16 oz)"
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),RAW",28.35,"1 oz, boneless"
FLATFISH (FLOUNDER&SOLE SP),"FLATFISH (FLOUNDER&SOLE SP),CKD,DRY HEAT",127.0,1 fillet
FLOUR,POTATO FLOUR,160.0,1 cup
FORMULATED,"FORMULATED,WHEAT-BASED,UNFLAVORED,W/SALT",28.35,1 oz
FORMULATED,"FORMULATED,WHEAT-BASED,FLAV,MACADAMIA FLAV,WO/SALT",28.35,1 oz
FORMULATED,"FORMULATED,WHEAT-BASED,ALL FLAVORS XCPT MACADAMIA,WO/SALT",28.35,1 oz
FRENCH TOAST,"FRENCH TOAST,FRZ,RTH",28.35,1 oz
FRENCH TOAST,"FRENCH TOAST,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",28.35,1 oz
FROSTING,"FROSTING,GLAZ,CHC,PREP-FRM-RCIP,W/ BUTR,NFSMI RECIP NO. C-32",28.35,1 oz
FROSTINGS,"FROSTINGS,CHOC,CREAMY,RTE",9.9,"1 package,  (0.35 oz)"
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,RTE",32.5,"2 tbsp, creamy"
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,DRY MIX",39.0,15 pieces
FROSTINGS,"FROSTINGS,COCONUT-NUT,RTE",41.22,"2 tbsp, creamy"
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX",54.43,"1 bar, 1.92 oz"
FROSTINGS,"FROSTINGS,VANILLA,CREAMY,DRY MIX,PREP W/ MARGARINE",61.5,"1 serving, 2.17 oz pack"
FROSTINGS,"FROSTINGS,WHITE,FLUFFY,DRY MIX,PREP W/H2O",207.0,1 package
FROSTINGS,"FROSTINGS,CHOC,CREAMY,DRY MIX,PREP W/ BUTTER",388.0,1 package
FROSTINGS,"FROSTINGS,WHITE,FLUFFY,DRY MIX",411.0,1 package
FROSTINGS,"FROSTINGS,CRM CHEESE-FLAVOR,RTE",462.0,"1 package,  (16 oz)"
FROZ NOVELTIES,"FROZ NOVELTIES,ICE TYPE,SUGAR FREE,ORNGE,CHRY,& GRP POPSICLE",50.5,"1 serving,  1 pop"
FROZ NOVELTIES,"FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED",54.68,"1 serving,  1.75 fl oz pop"
FROZEN NOVELTIES,"FROZEN NOVELTIES,NO SUGAR ADDED,FUDGESICLE POPS",0.98,"1 serving,  1 packet"
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,PINEAPPLE-COCONUT",11.0,1 piece
FROZEN NOVELTIES,"FROZEN NOVELTIES,JUC TYPE,POPSICLE SCRIBBLERS",28.35,1 oz
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,POP",29.0,1 fl oz
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,FRUIT,NO SUGAR ADDED",39.0,1 piece
FROZEN NOVELTIES,"FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS",44.0,"1 serving,  1 pop"
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH",63.59,"1 serving,  1 sandwich"
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH",63.69,"1 serving,  1 sandwich"
FROZEN NOVELTIES,"FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR",63.69,"1 serving,  1 sandwich"
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE",68.0,"1 serving,  1/2 cup"
FROZEN NOVELTIES,"FROZEN NOVELTIES,FRUIT & JUC BARS",68.25,"1 serving,  1/2 cup"
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH",78.74,"1 serving,  1 cone"
FROZEN NOVELTIES,"FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE",78.79,"1 serving,  1 cone"
FROZEN NOVELTIES,"FROZEN NOVELTIES,FAT FREE FUDGESICLE BARS",84.26,1 serving
FROZEN NOVELTIES,"FROZEN NOVELTIES,ICE TYPE,ITALIAN,REST-PREP",99.0,".5 cup,  (4 fl oz)"
FROZEN YOGURTS,"FROZEN YOGURTS,VANILLA,SOFT-SERVE",46.8,"1 serving, 1.6 oz bag"
FROZEN YOGURTS,"FROZEN YOGURTS,CHOC,SOFT-SERVE",99.0,".5 cup,  (4 fl oz)"
FRUIT,"FRUIT,MXD,(PCH, CHER-SWT & SR, RASPB, GRAPE, BOYS),FRZ,SWTND",250.0,"1 cup, thawed"
FRUIT,"FRUIT,MXD,(PEACH&PEAR&PNAPPL),CND,HVY SYRUP,SOL&LIQUIDS",255.0,1 cup
FRUIT,"FRUIT,MXD,(PRUNE&APRICOT&PEAR),DRIED",293.0,"1 package,  (11 oz)"
FRUIT BUTTERS,"FRUIT BUTTERS,APPLE",72.0,.5 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX LT SYRUP,SOL&LIQUIDS",123.0,.5 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,DRND",214.0,1 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,H2O PK,SOL&LIQUIDS",237.0,1 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,JUC PK,SOL&LIQUIDS",237.0,1 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,LT SYRUP,SOL&LIQUIDS",242.0,1 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,HVY SYRUP,SOL&LIQUIDS",248.0,1 cup
FRUIT COCKTAIL,"FRUIT COCKTAIL,CND,EX HVY SYRUP,SOL&LIQUIDS",260.0,1 cup
FRUIT LEATHER,"FRUIT LEATHER,PIECES",28.35,"1 bar,  (1 oz)"
FRUIT LEATHER,"FRUIT LEATHER,ROLLS",28.35,1 oz
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC",35.2,1 fl oz
FRUIT PUNCH JUC DRK,"FRUIT PUNCH JUC DRK,FRZ CONC,PREP W/H2O",234.12,"1 serving, 8 fl oz"
FRUIT SALAD,"FRUIT SALAD,CND,H2O PK,SOL&LIQUIDS",245.0,1 cup
FRUIT SALAD,"FRUIT SALAD,CND,JUC PK,SOL&LIQUIDS",249.0,1 cup
FRUIT SALAD,"FRUIT SALAD,CND,LT SYRUP,SOL&LIQUIDS",252.0,1 cup
FRUIT SALAD,"FRUIT SALAD,CND,HVY SYRUP,SOL&LIQUIDS",255.0,1 cup
FRUIT SALAD,"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS",257.0,1 cup
FRUIT SALAD,"FRUIT SALAD,CND,EX HVY SYRUP,SOL&LIQUIDS",259.0,1 cup
FST FOODS,"FST FOODS, CHSBRGR, REG, DOUBLE PATTY BUN, PLAIN",166.0,1 sandwich
FST FOODS,"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",302.0,1 piece
FUNGI,"FUNGI,CLOUD EARS,DRIED",28.0,1 cup
GAME MEAT,"GAME MEAT,ANTELOPE,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BEAR,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BEAVER,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BEEFALO,COMP OF CUTS,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BISON,LN,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BOAR,WILD,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BUFFALO,H2O,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,CARIBOU,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,DEER,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,ELK,RAW",28.35,1 oz
GAME MEAT,"GOAT,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,HORSE,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,MOOSE,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,MUSKRAT,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,RABBIT,WILD,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,SQUIRREL,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BISON,TOP SIRLOIN,LN,0""FAT,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,BISON,RIBEYE,LN,0""FAT,RAW",28.35,1 oz
GAME MEAT,"GAME MEAT,DEER,LOIN,LN,1"" STEAK,CKD,BRLD",54.37,1 steak
GAME MEAT,"GAME MEAT BISON,GROUND,RAW",85.0,"1 serving,  ( 3 oz )"
GAME MEAT,"GAME MEAT,ELK,TENDERLOIN,LN,CKD,BRLD",92.49,"1 steak,  ( yield from 123.5 g raw meat )"
GAME MEAT,"GAME MEAT,DEER,GROUND,CKD,PAN-BROILED",92.66,1 patty
GAME MEAT,"GAME MEAT,ELK,GROUND,CKD,PAN-BROILED",95.28,"1 patty,  ( yield from 104.1 g raw meat )"
GAME MEAT,"GAME MEAT,DEER,TOP RND,LN,1"" STEAK,CKD,BRLD",101.9,"1 steak,  ( yield from 134.9 g raw meat )"
GAME MEAT,"GAME MEAT,ELK,GROUND,RAW",102.23,"1 patty,  ( yield from 102.2 g raw meat )"
GAME MEAT,"GAME MEAT,ELK,LOIN,LN,CKD,BRLD",113.52,"1 steak,  ( yield from 148.1 g raw meat )"
GAME MEAT,"GAME MEAT,ELK,RND,LN,CKD,BRLD",175.6,"1 steak,  ( yield from 233.1 g raw meat )"
GAME MEAT,"GAME MEAT,BISON,RIBEYE,LN,1"" STEAK,CKD,BRLD",178.54,"1 steak,  ( yield from 232.8 g raw meat )"
GAME MEAT,"GAME MEAT,BISON,TOP RND,LN,1"" STEAK,CKD,BRLD",180.4,1 steak
GAME MEAT,"GAME MEAT BISON,TOP SIRLOIN,LN,1"" STEAK,CKD,BRLD",194.46,"1 steak,  ( yield from 309.7 g raw meat )"
GAME MEAT,"GAME MEAT,DEER,TENDERLOIN,LN,0.5-1 LB RST,CKD,BRLD",202.07,"1 roast,  ( yield from 271.8 g raw meat )"
GAME MEAT,"LAMB,NZ,IMP,FRZ,SHLDR,WHL (ARM&BLD),LN&FAT,1/8""FAT,CKD,BRSD",233.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
GAME MEAT,"GAME MEAT,DEER,SHLDR CLOD,LN,3-5 LB RST,CKD,BRSD",292.98,1 roast
GAME MEAT,"VEAL,GROUND,CKD,BRLD",299.0,"1 unit, cooked (yield from 1 lb raw meat)"
GAME MEAT,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,STWD",299.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,RABBIT,WILD,CKD,STWD",299.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BEAVER,CKD,RSTD",313.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,MUSKRAT,CKD,RSTD",313.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,RABBIT,DOMESTICATED,COMP OF CUTS,CKD,RSTD",313.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,ANTELOPE,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BISON,LN,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BOAR,WILD,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BUFFALO,H2O,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,CARIBOU,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,DEER,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,GOAT,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,HORSE,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,MOOSE,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,OPOSSUM,CKD,RSTD",399.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,RACCOON,CKD,RSTD",399.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GAME MEAT,"GAME MEAT,BISON,TOP RND,LN,1"" STEAK,RAW",489.3,1 steak
GAME MEAT,"GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,CKD,BRSD",773.57,"1 roast,  ( yield from 1247 g raw meat )"
GAME MEAT,"GAME MEAT,BISON,CHUCK,SHLDR CLOD,LN,3-5 LB RST,RAW",1237.38,1 roast
GAME MEAT BISON,"GAME MEAT,BISON,GROUND,CKD,PAN-BROILED",87.29,"1 patty,  ( yield from 112.7 g raw meat )"
GAME MEAT BISON,"LAMB,AUS,IMP,FRSH,SHLDR,BLADE,LN,1/8""FAT,CKD,BRLD",233.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)"
GARLIC,"GARLIC,RAW",136.0,1 cup
GEFILTEFISH,"GEFILTEFISH,COMM,SWT RECIPE",42.0,1 piece
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX",5.0,1 tbsp
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,PREP W/ H2O",6.38,1 serving
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,NO ADDED NA",9.0,1 tbsp
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,PREP W/ H2O",85.0,"1 package,  (3 oz)"
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT,ADDED P,K,NA,VIT C",85.0,"1 package,  (3 oz)"
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,W/ ADDED VIT C,SODIUM-CITRATE & SALT",170.0,"1 cup, chips (6 oz package)"
GELATIN DSSRT,"GELATIN DSSRT,DRY MIX,RED CAL,W/ ASPRT",540.0,"1 package,  3 oz, yields 2 cups"
GELATINS,"GELATINS,DRY PDR,UNSWTND",117.0,.5 cup
GINGER ,"GINGER ROOT,RAW",2.0,1 tsp
GINKGO NUTS,"GINKGO NUTS,RAW",28.35,1 oz
GINKGO NUTS,"GINKGO NUTS,DRIED",28.35,1 oz
GINKGO NUTS,"GINKGO NUTS,CANNED",155.0,"1 cup,  (78 kernels)"
GOAT,"GAME MEAT,ELK,CKD,RSTD",340.0,"1 piece, cooked (yield from 1 lb raw meat, boneless)"
GOOSE,"GOOSE,LIVER,RAW",94.0,1 liver
GOOSE,"GOOSE,DOMESTICATED,MEAT&SKN,CKD,RSTD",140.0,"1 cup, chopped or diced"
GOOSE,"GOOSE,DOMESTICATED,MEAT ONLY,CKD,RSTD",143.0,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSE,"GOOSE,DOMESTICATED,MEAT ONLY,RAW",185.0,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSE,"GOOSE,DOMESTICATED,MEAT&SKN,RAW",320.0,"1 unit,  (yield from 1 lb ready-to-cook goose)"
GOOSEBERRIES,"GOOSEBERRIES,RAW",150.0,1 cup
GOOSEBERRIES,"GOOSEBERRIES,CND,LT SYRUP PK,SOL&LIQUIDS",252.0,1 cup
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),RAW",58.0,".5 cup,  (1"" pieces)"
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),RAW",95.0,"1 cup,  (1"" pieces)"
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,WO/SALT",146.0,"1 cup,  (1"" cubes)"
GOURD,"GOURD,WHITE-FLOWERED (CALABASH),CKD,BLD,DRND,W/SALT",146.0,"1 cup,  (1"" cubes)"
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,WO/SALT",178.0,"1 cup,  (1"" pieces)"
GOURD,"GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT",178.0,"1 cup,  (1"" pieces)"
GRANOLA BARS,"GRANOLA BARS,HARD,PLAIN",21.0,1 large
GRANOLA BARS,"GRANOLA BARS,HARD,ALMOND",24.5,1 bar
GRANOLA BARS,"GRANOLA BARS,HARD,CHOC CHIP",28.35,1 oz
GRANOLA BARS,"GRANOLA BARS,HARD,PEANUT",28.35,1 oz
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PLN",28.35,1 oz
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,PNUT BUTTER",28.35,"1 bar,  (1 oz)"
GRANOLA BARS,"GRANOLA BARS,SOFT,UNCOATED,RAISIN",28.35,"1 bar,  (1 oz)"
GRANOLA BARS,"GRANOLA BARS,SOFT,COATD,MILK CHOC COATING,CHOC CHIP",28.35,1 oz
