Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Ash,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Kilocalories,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Manganese,Data.Niacin,Data.Pantothenic Acid,Data.Protein,Data.Refuse Percentage,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Household Weights(Gram),Data.Household Weight Description,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - IU,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K
CRAB,CRAB DUNGENESS RAW,15143,0,1.7,0,0,0.74,59,0,0,86,0,0,0.08,3.14,0.35,17.41,0,27,0.167,37.1,0,0.047,79.18,0.167,0.317,0.132,0.97,85,3 oz,46,0.674,0.37,45,182,354,295,4.27,90,27,9,0.15,3.5,0,0
CRAB,CRAB QUEEN RAW,15144,0,2,0,0,0,55,0,0,90,0,0,0.03,2.5,0.35,18.5,0,45,0.2,34.6,0,0.08,80.58,0.256,0.422,0.143,1.18,85,3 oz,26,0.57,2.5,49,133,173,539,2.8,150,45,9,0.15,7,0,0
CRAB,CRAB DUNGENESS COOKED MOIST HEAT,15226,0,2.18,0,0,0.95,76,0,0,110,0,0,0.097,3.623,0.404,22.32,0,31,0.203,47.6,0,0.057,73.31,0.214,0.407,0.168,1.24,85,3 oz,59,0.734,0.43,58,175,408,378,5.47,104,31,10.38,0.173,3.6,0,0
CRAB,CRAB QUEEN COOKED MOIST HEAT,15227,0,2.56,0,0,0,71,0,0,115,0,0,0.037,2.885,0.404,23.72,0,52,0.244,44.4,0,0.097,75.1,0.328,0.54,0.183,1.51,85,3 oz,33,0.621,2.88,63,128,200,691,3.59,173,52,10.38,0.173,7.2,0,0
CRAB,CRAB BLUE COOKED MOIST HEAT,15140,0,2,0,0,0,100,81,0,102,0,0,0.19,3.3,0.43,20.2,0,2,0.05,40.2,0,0.1,77.43,0.28,0.68,0.228,1.77,118,1 cup  flaked and pieces,104,0.645,0.91,33,206,324,279,4.22,7,2,7.3,0.18,3.3,1.84,0.1
CRAB,CRAB ALASKA KING COOKED MOIST HEAT,15137,0,1.85,0,0,0,53,0,0,97,0,0,0.04,1.34,0.4,19.35,0,9,0.055,40,0,0.053,77.55,0.185,0.536,0.133,1.54,134,1 leg,59,1.182,0.76,63,280,262,1072,7.62,29,9,11.5,0.18,7.6,0,0
CRAB,CRAB BLUE CANNED,15141,0,2.05,0,0,0,89,34,0,99,0,0,0.19,1.37,0.36,20.52,0,2,0.084,31.8,0,0.08,76.16,0.218,0.44,0.252,1.23,135,1 cup,101,0.76,0.84,39,260,374,333,4.02,7,2,0.46,0.15,2.7,1.84,0.1
CRAB,CRAB ALASKA KING RAW,15136,0,1.8,0,0,0,42,0,0,84,0,0,0.035,1.1,0.35,18.29,0,7,0.043,36.4,0,0.043,79.57,0.08,0.13,0.09,0.6,172,1 leg,46,0.922,0.59,49,219,204,836,5.95,24,7,9,0.15,7,0,0
CRABAPPLES,CRABAPPLES RAW,9077,0,0.42,0,0,19.95,0,0,0,76,0,0,0.115,0.1,0,0.4,8,0,0.02,0,0,0.03,78.94,0.012,0.088,0.048,0.3,110,1 cup  slices,18,0.067,0.36,7,15,194,1,0,40,2,0,0,8,0,0
CRACKERS,CRACKERS STD SNACK-TYPE REG LO SALT,18426,0,3.3,0,0,71.5,0,0,3,434,0,0,0.695,5.249,0.456,9.2,0,0,0.462,0,0,0.565,4.1,6.422,1.679,2.932,11.8,3,1 cracker,119,0.199,5.4,27,105,128,766,0.77,0,0,0,0.038,0,0,0
CRACKERS,CRACKERS WHOLE-WHEAT LO SALT,18428,0,2.8,0,0,64.9,0,27,4.5,473,81,0,1.781,4.961,0.522,8.6,0,0,0.327,33.7,13.03999996,0.505,3.1,11.448,2.796,5.178,20.6,3,1 cup  crushed,49,0.318,4.4,62,220,203,283,1.6,0,0,0,0.136,0,0.5,9.6
CRACKERS,CRACKERS RUSK TOAST,18224,0,1.2,0,0,72.3,78,0,0,407,0,0,0.439,4.625,0.605,13.5,0,12,0.399,20.1,0,0.404,5.5,2.755,2.31,1.376,7.2,10,1 rusk,27,0.245,2.72,36,153,245,253,1.1,41,12,0.18,0.047,0,0,0
CRACKERS,CRACKERS MILK,18223,0,2.2,3,0,69.7,11,13,1.899999976,455,16,0,0.552,4.43,0.407,7.6,0,16,0.418,15.9,16.44000053,0.538,4.7,6.479,5.749,2.633,15.8,11,1 cracker,172,0.227,3.58,22,303,114,592,0.67,58,16,0.08,0.037,0.2,1.22,3.8
CRACKERS,CRACKERS MELBA TOAST RYE (INCL PUMPERNICKEL),18221,0,2.9,0,0,77.3,0,0,8,389,0,0,0.738,4.718,0.484,11.6,0,0,0.284,38.7,0,0.473,4.9,0.907,1.347,0.453,3.4,14.18,.5 oz,78,0.401,3.68,39,183,193,899,1.36,0,0,0,0.086,0,0,0
CRACKERS,CRACKERS MELBA TOAST WHEAT,18222,0,2.9,0,0,76.4,0,0,7.400000095,374,0,0,1.064,5.083,0.517,12.9,0,0,0.299,55,0,0.422,5.5,0.544,0.91,0.337,2.3,14.18,.5 oz,43,0.265,4.5,56,165,148,837,1.5,0,0,0,0.103,0,0,0
CRACKERS,CRACKERS RYE SANDWICH-TYPE WITH CHS FILLING,18225,0,3.9,0,0,60.8,9,0,3.599999905,481,0,0,0.635,3.57,0.585,9.2,0,8,0.494,20.8,0,0.612,3.8,12.236,2.863,5.987,22.3,14.18,.5 oz,222,0.096,2.45,37,339,342,1044,0.7,334,24,0.12,0.076,0.4,0,0
CRACKERS,CRACKERS RYE WAFERS SEASONED,18227,0,4,0,0,73.8,0,0,20.89999962,381,0,0,2.371,2.474,0.558,9,0,0,0.223,32.5,0,0.316,4,3.27,3.608,1.287,9.2,14.18,.5 oz,44,0.495,3.04,106,307,454,887,2.55,8,0,0,0.19,0.1,0,0
CRACKERS,CRACKERS STD SNACK-TYPE SNDWCH WITH CHS FILLING,18230,0,4,5,0,61.7,2,28,1.899999976,477,10,0,0.29,3.766,0.509,9.3,0,16,0.684,21.5,3.180000067,0.446,3.9,11.254,2.567,6.125,21.1,14.18,.5 oz,257,0.082,2.39,36,406,429,1401,0.62,62,17,0.1,0.049,0.1,0.22,8.3
CRACKERS,CRACKERS STD SNACK-TYPE SNDWCH WITH PNUT BUTTER FILLING,18231,0,2.68,0,0,58.38,0,25,2.299999952,494,10,0,0.784,6.114,0.476,11.47,0,1,0.271,10.8,10.5,0.489,2.93,13.776,4.655,4.913,24.54,14.18,.5 oz,81,0.324,2.77,55,274,215,718,1.13,4,1,0.01,0.148,0,2.06,9.5
CRACKERS,CRACKERS WHEAT SNDWCH WITH CHS FILLING,18233,0,3.8,0,0,58.2,7,0,3.099999905,497,0,0,1.083,3.185,0.622,9.8,0,16,0.427,24.3,0,0.358,3.2,10.351,9.166,4.129,25,14.18,.5 oz,204,0.16,2.62,54,382,306,913,0.87,71,17,0.12,0.261,1.5,0,0
CRACKERS,CRACKERS WHEAT SNDWCH WITH PNUT BUTTER FILLING,18234,0,2.6,0,0,53.8,0,0,4.400000095,495,0,0,0.701,5.877,0.564,13.5,0,0,0.293,21.8,0,0.389,3.4,11.766,8.862,4.602,26.7,14.18,.5 oz,170,0.055,2.67,38,347,297,807,0.82,0,0,0,0.137,0,0,0
CRACKERS,CRACKERS STD SNACK-TYPE REG,18229,0,2.74,0,0,61.37,0,14,2.099999905,504,12,0,0.572,4.18,0.39,6.6,0,0,0.226,3.6,7.449999809,0.437,3.46,6.652,12.597,5.4,25.83,16,5 crackers  regular size  round (1 serving),95,0.11,3.81,18,258,111,865,0.58,0,0,0,0.055,0,3.58,42.5
CRACKERS,CRACKERS MATZO PLAIN,18217,0,0.6,0,0,83.7,0,11,3,395,18,0,0.65,3.892,0.443,10,0,0,0.291,36.9,0.289999992,0.387,4.3,0.127,0.603,0.226,1.4,28.35,1 matzo,13,0.06,3.16,25,89,112,2,0.68,0,0,0,0.115,0,0.06,0.3
CRACKERS,CRACKERS MATZO EGG,18218,0,0.6,0,0,78.6,83,0,2.799999952,391,0,0,0.6,5.08,0.435,12.3,0,13,0.618,27.7,0,0.788,6.4,0.612,0.473,0.548,2.1,28.35,1 matzo,40,0.155,2.7,24,148,150,21,0.73,42,13,0.19,0.054,0.1,0,0
CRACKERS,CRACKERS MATZO WHOLE-WHEAT,18219,0,1.6,0,0,78.9,0,0,11.80000019,351,0,0,3.5,5.41,1.235,13.1,0,0,0.271,75.1,0,0.365,4.8,0.194,0.653,0.243,1.5,28.35,1 matzo,23,0.35,4.65,134,305,316,2,2.61,0,0,0,0.159,0,0,0
CRACKERS,CRACKERS MELBA TOAST PLAIN WITHOUT SALT,18423,0,1.1,0,0,59.7,221,0,1,365,0,0,0.24,2.104,1.116,10.6,0,167,0.428,0,0,0.284,19.5,4.253,1.611,3.477,9.1,28.35,1 oz,47,0.095,3.58,12,173,113,147,1.14,556,167,0.75,0.122,0,0,0
CRACKERS,CRACKERS CHS LO NA,18433,0,1.2,0,0,47.8,40,0,1.899999976,371,0,0,0.253,0.769,0.634,5.4,0,53,0.092,0,0,0.065,27.1,5.937,1.508,2.826,18.5,28.35,1 oz,46,0.065,0.75,15,89,83,354,0.54,175,53,0.09,0.04,3.9,0,0
CRACKERS,CRACKERS SALTINES FAT-FREE LOW-SODIUM,18456,0,1.5,0,0,78.6,0,12,7.300000191,326,34,0,0.793,1.193,0.364,5.9,0,0,0.241,8,41.90000153,0.142,12.5,0.388,0.635,0.314,1.5,28.35,1 oz,40,0.215,2.19,35,105,212,298,0.64,0,0,0,0.065,0,0.16,1.3
CRACKERS,CRACKERS MELBA TOAST PLAIN,18220,0,3,0,0,76.6,0,20,6.300000191,390,74,0,1.13,4.113,0.693,12.1,0,0,0.273,34.8,0.939999998,0.413,5.1,0.782,1.282,0.445,3.2,30,1 cup  pieces,93,0.289,3.7,59,196,202,829,2.01,0,0,0,0.098,0,0.43,0.9
CRACKERS,CRACKERS CHS SANDWICH-TYPE WITH PNUT BUTTER FILLING,18215,0,2.46,0,0,56.74,0,25,3.400000095,496,7,0,0.822,5.831,0.485,12.41,0,1,0.294,8.2,6.980000019,0.552,3.28,13.003,5.093,4.406,25.12,39,6 cracker,50,0.302,2.72,56,268,218,710,1.04,2,1,0.28,0.151,0,2.37,12
CRACKERS,CRACKERS SALTINES UNSALTED TOPS (INCL OYSTER SODA SOUP),18425,0,3.28,0,0,74.34,0,20,2.900000095,421,17,0,0.838,5.235,0.475,9.5,0,0,0.331,6.4,2.220000029,0.611,4.03,2.247,4.068,2.001,8.85,45,1 cup   oyster crackers,119,0.156,5.13,25,111,724,636,0.82,0,0,0.09,0.06,0,1.12,15.4
CRACKERS,CRACKERS CRISPBREAD RYE,18216,0,2.4,0,0,82.2,0,20,16.5,366,194,0,2.475,1.04,0.676,7.9,0,0,0.145,36.6,1.070000052,0.243,6.1,0.165,0.557,0.145,1.3,55,1 cup  crushed,31,0.255,2.43,78,269,319,264,2.39,0,0,0,0.21,0,0.81,6
CRACKERS,CRACKERS RYE WAFERS PLAIN,18226,1,4.1,2,0,80.4,0,20,22.89999962,334,245,0,5.366,1.581,0.569,9.6,0,0,0.289,23.8,1.00999999,0.427,5,0.152,0.397,0.108,0.9,61,1 cup  crushed,40,0.461,5.94,121,334,495,794,2.8,5,0,0,0.271,0.1,0.8,5.7
CRACKERS,CRACKERS CHEESE REGULAR,18214,0,3.3,9,0,58.2,13,9,2.400000095,503,7,0,0.629,4.671,0.526,10.1,0,28,0.428,8.6,0.280000001,0.57,3.1,12.105,2.472,9.371,25.3,62,1 cup  bite size,151,0.21,4.77,36,218,145,995,1.13,109,29,0.46,0.553,0,0.06,0.5
CRACKERS,CRACKERS WHEAT LOW SALT,18427,0,2.8,0,0,61,0,14,1.600000024,502,11,0,0.556,4.048,0.271,7.4,0,0,0.342,6.6,1.789999962,0.408,3.5,10.64,9.545,3.776,25.3,62,1 cup  bite size,120,0.213,3.6,27,228,355,373,0.68,0,0,0,0.053,0,2.03,6.3
CRACKERS,CRACKERS SALTINES (INCL OYSTER SODA SOUP),18228,0,3.28,0,0,74.34,0,20,2.900000095,421,17,0,0.838,5.235,0.475,9.5,0,0,0.331,6.4,2.220000029,0.611,4.03,2.247,4.068,2.001,8.85,70,1 cup  crushed,21,0.156,5.13,25,111,159,1116,0.82,1,0,0.09,0.06,0,1.12,15.4
CRACKERS,CRACKERS SALTINES LO SALT (INCL OYSTER SODA SOUP),18424,0,3,0,0,76.6,0,0,6.300000191,390,0,0,1.13,4.113,0.693,12.1,0,0,0.273,0,0,0.413,5.1,0.782,1.282,0.445,3.2,70,1 cup  crushed,93,0.289,3.7,59,196,202,19,2.01,0,0,0,0.098,0,0,0
CRACKERS,CRACKERS WHEAT REGULAR,18232,0,2.8,0,0,64.9,0,27,4.5,474,81,0,1.781,4.961,0.522,8.6,0,0,0.327,6.3,13.03999996,0.505,3.1,11.448,2.796,5.178,20.6,83,1 cup  crushed,49,0.318,4.4,62,220,183,795,1.6,0,0,0,0.136,0,0.5,9.6
CRACKERS,CRACKER MEAL,18236,0,0.6,0,0,80.9,0,20,2.599999905,383,76,0,0.944,5.707,0.467,9.3,0,0,0.468,42.3,0.330000013,0.696,7.6,0.152,0.722,0.271,1.7,115,1 cup,23,0.225,4.64,24,104,115,28,0.69,0,0,0,0.039,0,0.43,0.3
CRACKERS,CRACKERS MATZO EGG&ONION,18399,0,1.5,143,0,63.9,0,15,1.5,484,31,0,0.453,2.091,0.216,4.1,0,179,0.172,5.9,37.56999969,0.102,6.1,11.142,6.769,5.092,24.4,244,"1 crust   single 9""",20,0.122,2.12,18,64,86,560,0.46,833,191,0.02,0.035,0,2.28,24.2
CRANBERRIES,CRANBERRIES DRIED SWEETENED,9079,0,0.2,0,0,82.36,0,4,5.699999809,308,33,0,0.265,0.99,0.217,0.07,0,0,0.016,0.5,65,0.007,16,0.198,0.658,0.103,1.37,40,.33 cup,10,0.08,0.53,5,8,40,3,0.11,0,0,0,0.038,0.2,1.07,3.8
CRANBERRIES,CRANBERRIES RAW,9078,0,0.15,36,0,12.2,0,6,4.599999905,46,91,0,0.36,0.101,0.295,0.39,2,0,0.02,0.1,4.039999962,0.012,87.13,0.018,0.055,0.011,0.13,110,1 cup  chopped,8,0.061,0.25,6,13,85,2,0.1,60,3,0,0.057,13.3,1.2,5.1
CRANBERRY SAU,CRANBERRY SAU CANNED SWEETENED,9081,0,0.1,25,0,38.9,0,4,1,151,63,0,0.06,0.1,0,0.2,0,0,0.021,0.3,37.90000153,0.015,60.65,0.021,0.066,0.013,0.15,277,1 cup,4,0.02,0.22,3,6,26,29,0.05,42,2,0,0.014,2,0.83,1.4
CRANBERRY-ORANGE RELISH,CRANBERRY-ORANGE RELISH CANNED,9082,0,0.2,0,0,46.2,0,0,0,178,0,0,0,0.1,0,0.3,0,0,0.02,0,0,0.03,53.2,0,0,0.012,0.1,275,1 cup,11,0.04,0.2,4,8,38,32,0,70,4,0,0,18,0,0
CRAYFISH,CRAYFISH MXD SP WILD RAW,15145,0,1.34,0,0,0,114,81,0,77,0,0,0.226,2.208,0.546,15.97,0,16,0.032,31.6,0,0.07,82.24,0.174,0.293,0.159,0.95,85,3 oz,27,0.419,0.84,27,256,302,58,1.3,53,16,2,0.108,1.2,2.85,0.1
CRAYFISH,CRAYFISH MXD SP WILD COOKED MOIST HEAT,15146,0,1.2,0,0,0,133,81,0,82,0,0,0.522,2.28,0.58,16.77,0,15,0.085,36.7,0,0.05,79.37,0.244,0.367,0.181,1.2,85,3 oz,60,0.685,0.83,33,270,296,94,1.76,50,15,2.15,0.076,0.9,1.5,0.1
CRAYFISH,CRAYFISH MXD SP FARMED RAW,15242,0,1,0,0,0,107,0,0,72,0,0,0.146,1.867,0.57,14.85,0,15,0.032,28.4,0,0.045,84.05,0.178,0.313,0.163,0.97,85,3 oz,25,0.237,0.55,30,218,261,62,1.01,50,15,2.1,0.076,0.5,0,0
CRAYFISH,CRAYFISH MXD SP FARMED COOKED MOIST HEAT,15243,0,1.07,0,0,0,137,0,0,87,0,0,0.217,1.667,0.512,17.52,0,15,0.08,34.2,0,0.047,80.8,0.251,0.413,0.216,1.3,85,3 oz,51,0.58,1.11,33,241,238,97,1.48,50,15,3.1,0.134,0.5,0,0
CREAM,CREAM WHIPPED CRM TOPPING PRESSURIZED,1054,0,0.76,43,0,12.49,76,17,0,257,0,0,0.001,0.07,0.305,3.2,0,184,0.065,1.4,8,0.037,61.33,6.418,0.825,13.831,22.22,60,1 cup,101,0.01,0.05,11,89,147,130,0.37,685,188,0.29,0.041,0,0.64,1.9
CREAM,CREAM SUBSTITUTE POWDERED,1069,0,2.64,20,0,54.88,0,2,0,545,0,0,0.22,0,0,4.79,0,0,0.165,0.6,54.88000107,0,2.21,0.968,0.014,32.525,35.48,94,1 cup,22,0.115,1.15,4,422,812,181,0.51,33,2,0,0,0,0.59,8.8
CREAM,CREAM FLUID HVY WHIPPING,1053,0,0.45,72,0,2.79,137,17,0,345,0,0,0.001,0.039,0.255,2.05,0,405,0.11,0.5,0.109999999,0.022,57.71,10.686,1.374,23.032,37,119.5,1 cup   whipped,65,0.006,0.03,7,62,75,38,0.23,1470,411,0.18,0.026,0.6,1.06,3.2
CREAM,CREAM FLUID LT WHIPPING,1052,0,0.46,60,0,2.96,111,17,0,292,0,0,0.001,0.042,0.259,2.17,0,274,0.125,0.5,0.109999999,0.024,63.5,9.093,0.884,19.337,30.91,120,1 cup   whipped,69,0.007,0.03,7,61,97,34,0.25,1013,279,0.2,0.028,0.6,0.88,2.7
CREAM,CREAM SOUR CULTURED,1056,0,0.85,26,0,2.88,52,19,0,193,0,0,0.011,0.109,0.336,2.07,0,160,0.172,2.6,3.5,0.036,74.46,5.068,0.84,11.507,19.73,230,1 cup,110,0.019,0.17,10,115,141,80,0.38,576,162,0.28,0.057,0.9,0.44,1.8
CREAM,SOUR CRM IMITN CULTURED,1074,0,0.3,0,0,6.63,0,0,0,208,0,0,0.11,0,0,2.4,0,0,0,2.5,6.630000114,0,71.15,0.588,0.056,17.791,19.52,230,1 cup,3,0.058,0.39,6,45,161,102,1.18,0,0,0,0,0,0.74,4.8
CREAM,CREAM FLUID LT (COFFEE CRM OR TABLE CRM),1050,0,0.58,37,0,3.66,66,17,0,195,0,0,0.001,0.057,0.276,2.7,0,178,0.148,0.6,0.140000001,0.032,73.75,5.577,0.717,12.02,19.31,240,1 cup,96,0.008,0.04,9,80,122,40,0.27,656,181,0.22,0.032,0.8,0.55,1.7
CREAM,CREAM FLUID HALF AND HALF,1049,0,0.67,22,0,4.3,37,19,0,130,0,0,0.001,0.078,0.289,2.96,0,95,0.149,1.8,0.159999996,0.035,80.57,3.321,0.427,7.158,11.5,242,1 cup,105,0.01,0.07,10,95,130,41,0.51,354,97,0.33,0.039,0.9,0.33,1.3
CREAM,CREAM SOUR RED FAT CULTURED,1055,0,0.66,23,0,4.26,39,19,0,135,0,0,0.003,0.067,0.363,2.94,0,100,0.149,2.1,0.159999996,0.035,80.14,3.466,0.446,7.47,12,242,1 cup,104,0.016,0.07,10,95,129,41,0.5,372,102,0.3,0.016,0.9,0.34,0.6
CREAM ,CREAM SUB LIQ WITH LAURIC ACID OIL&NA CASEINATE,1068,0,0.38,0,0,11.38,0,0,0,136,0,0,0.04,0,0,1,0,0,0,1.1,0,0,77.27,0.106,0.003,9.304,9.97,15,1 container   individual,9,0.025,0.03,0,64,191,79,0.02,89,4,0,0,0,0,0
CREAM ,CREAM SUB LIQ WITH HYDR VEG OIL&SOY PROT,1067,0,0.38,9,0,11.38,0,0,0,136,0,0,0,0,0,1,0,0,0,1.1,11.38000011,0,77.27,7.551,0.027,1.937,9.97,240,1 cup,9,0,0.03,0,64,191,79,0.02,15,1,0,0,0,0.81,2.5
CREAM PUFFS,CREAM PUFFS PREP FROM RECIPE SHELL (INCL ECLAIR),18237,0,1.8,164,4,22.8,196,99,0.800000012,362,157,0,0.211,1.567,0.624,9,0,265,0.36,24,0.430000007,0.206,40.5,11.128,7.38,5.599,25.9,28.35,1 oz,36,0.051,2.02,12,119,97,557,0.73,1159,278,0.39,0.075,0,2.81,24.5
CREAM PUFFS,CREAM PUFFS PREP FROM RECIPE SHELL WITH CUSTARD FILLING,18238,0,1.3,84,2,22.9,134,69,0.400000006,258,80,0,0.112,0.835,0.517,6.7,0,135,0.28,15.4,9.489999771,0.122,53.5,6.527,4.156,3.679,15.5,28.35,1 oz,66,0.035,1.17,12,109,115,341,0.6,591,142,0.36,0.062,0.3,1.43,12.5
CRESS,CRESS GARDEN RAW,11203,0,1.8,4150,0,5.5,0,20,1.100000024,32,12500,0,0.553,1,0.242,2.6,29,0,0.26,0.9,4.400000095,0.08,89.4,0.239,0.228,0.023,0.7,50,1 cup,81,0.17,1.3,38,76,606,14,0.23,6917,346,0,0.247,69,0.7,541.9
CRESS,CRESS GARDEN COOKED BOILED DRND WITHOUT SALT,11204,0,1.2,2790,0,3.8,0,14,0.699999988,23,8402,0,0.372,0.8,0.163,1.9,0,0,0.16,0.9,3.109999895,0.06,92.5,0.205,0.196,0.02,0.6,135,1 cup,61,0.114,0.8,26,48,353,8,0.15,4649,232,0,0.157,23,0.5,383.4
CRISPED RICE BAR,CRISPED RICE BAR CHOC CHIP,19009,0,2.7,0,0,71.86,0,21,6.900000095,446,0,0,0.455,1.694,0.366,8.5,0,0,0.13,14.8,0.610000014,0.041,1.3,9.46,3.05,2.43,15.64,28.35,1 oz,9,0.115,1.67,113,275,278,549,1.78,0,0,0,0.229,0,1.98,9.3
CROAKER,CROAKER ATLANTIC RAW,15020,0,1.11,0,0,0,61,65,0,104,0,0,0.025,4.2,0.75,17.78,0,18,0.095,36.5,0,0.075,78.03,1.149,0.464,1.088,3.17,79,1 fillet,15,0.042,0.37,40,210,345,56,0.42,60,18,2.5,0.3,0,1,0.1
CROAKER,CROAKER ATLANTIC COOKED BREADED&FRIED,15021,0,1.37,0,0,7.54,84,0,0.400000006,221,0,0,0.08,4.3,0.74,18.2,0,23,0.13,38.8,0,0.09,59.76,5.32,2.917,3.476,12.67,87,1 fillet,32,0.065,0.86,42,217,340,348,0.52,75,23,2.1,0.26,0,0,0
CROISSANTS,CROISSANTS BUTTER,18239,0,1.6,38,1,45.8,67,39,2.599999905,406,74,0,0.33,2.188,0.861,8.2,0,202,0.241,22.7,11.26000023,0.388,23.2,5.525,1.094,11.659,21,28.35,1 oz,37,0.08,2.03,16,105,118,744,0.75,744,206,0.16,0.058,0.2,0.84,1.8
CROISSANTS,CROISSANTS APPLE,18240,0,1.2,0,0,37.1,31,0,2.5,254,0,0,0.21,1.6,0.596,7.4,0,90,0.164,19,0,0.232,45.6,2.393,0.628,4.994,8.7,28.35,1 oz,30,0.04,1.1,13,58,90,274,1.03,380,94,0.2,0.032,0.5,0,0
CROISSANTS,CROISSANTS CHEESE,18241,0,1.9,89,0,47,57,39,2.599999905,414,43,0,0.34,2.16,0.842,9.2,0,197,0.325,26.8,11.35000038,0.523,21,6.509,2.384,10.628,20.9,28.35,1 oz,53,0.1,2.15,24,130,132,555,0.94,805,204,0.32,0.073,0.2,1.44,10.9
CROUTONS,CROUTONS PLAIN,18242,0,2.5,0,0,73.5,0,0,5.099999905,407,0,0,0.5,5.439,0.429,11.9,0,0,0.272,37.5,0,0.623,5.5,3.059,1.273,1.51,6.6,30,1 cup,76,0.163,4.08,31,115,124,698,0.89,0,0,0,0.026,0,0,0
CROUTONS,CROUTONS SEASONED,18243,0,3.8,6,0,63.5,7,15,5,465,45,0,0.514,4.646,0.835,10.8,0,7,0.421,28.8,4.409999847,0.506,3.6,9.498,2.368,5.247,18.3,40,1 cup,96,0.168,2.82,42,140,181,1238,0.94,32,7,0.14,0.083,0,0.4,7.6
CUCUMBER,CUCUMBER WITH PEEL RAW,11205,11,0.38,45,26,3.63,0,6,0.5,15,23,0,0.079,0.098,0.259,0.65,3,0,0.033,0.3,1.669999957,0.027,95.23,0.005,0.032,0.037,0.11,52,.5 cup  slices,16,0.041,0.28,13,24,147,2,0.2,105,5,0,0.04,2.8,0.03,16.4
CUCUMBER,CUCUMBER PEELED RAW,11206,8,0.36,31,18,2.16,0,6,0.699999988,12,16,0,0.073,0.037,0.24,0.59,27,0,0.025,0.1,1.379999995,0.031,96.73,0.002,0.003,0.013,0.16,133,1 cup  pared chopped,14,0.071,0.22,12,21,136,2,0.17,72,4,0,0.051,3.2,0.03,7.2
CURRANTS,CURRANTS EUROPEAN BLACK RAW,9083,0,0.86,0,0,15.38,0,0,0,63,0,0,0.256,0.3,0.398,1.4,2,0,0.05,0,0,0.05,81.96,0.058,0.179,0.034,0.41,112,1 cup,55,0.086,1.54,24,59,322,2,0.27,230,12,0,0.066,181,1,0
CURRANTS,CURRANTS RED&WHITE RAW,9084,0,0.66,25,0,13.8,0,8,4.300000191,56,47,0,0.186,0.1,0.064,1.4,2,0,0.05,0.6,7.369999886,0.04,83.95,0.028,0.088,0.017,0.2,112,1 cup,33,0.107,1,13,44,275,1,0.23,42,2,0,0.07,41,0.1,11
CURRANTS,CURRANTS ZANTE DRIED,9085,1,2.36,43,1,74.08,0,11,6.800000191,283,0,0,0.469,1.615,0.045,4.08,0,0,0.142,0.7,67.27999878,0.16,19.21,0.047,0.18,0.028,0.27,144,1 cup,86,0.468,3.26,41,125,892,8,0.66,73,4,0,0.296,4.7,0.11,3.3
CUSK,CUSKCOOKED DRY HEAT,15193,0,1.6,0,0,0,53,0,0,112,0,0,0.019,3.271,0.322,24.35,0,21,0.162,46.8,0,0.048,69.68,0,0,0,0.88,95,1 fillet,13,0.023,1.06,40,262,503,40,0.49,69,21,1.2,0.447,0,0,0
CUSK,CUSK RAW,15022,0,1.25,0,0,0,41,0,0,87,0,0,0.015,2.686,0.279,18.99,0,18,0.133,36.5,0,0.042,76.35,0.09,0.28,0.13,0.69,122,1 fillet,10,0.018,0.83,31,204,392,31,0.38,60,18,1.04,0.387,0,0,0
CUTTLEFISH,CUTTLEFISH MXD SP RAW,15163,0,1.68,0,0,0.82,112,0,0,79,0,0,0.11,1.216,0.5,16.24,0,113,0.91,44.8,0,0.009,80.56,0.081,0.134,0.118,0.7,85,3 oz,90,0.587,6.02,30,387,354,372,1.73,375,113,3,0.15,5.3,0,0
CUTTLEFISH,CUTTLEFISH MXD SP COOKED MOIST HEAT,15229,0,3.36,0,0,1.64,224,0,0,158,0,0,0.209,2.189,0.9,32.48,0,203,1.729,89.6,0,0.017,61.12,0.162,0.268,0.236,1.4,85,3 oz,180,0.998,10.84,60,580,637,744,3.46,675,203,5.4,0.27,8.5,0,0
DANDELION GREENS,DANDELION GREENS RAW,11207,363,1.8,5854,121,9.2,0,35,3.5,45,13610,0,0.342,0.806,0.084,2.7,0,0,0.26,0.5,0.709999979,0.19,85.6,0.014,0.306,0.17,0.7,55,1 cup  chopped,187,0.171,3.1,36,66,397,76,0.41,10161,508,0,0.251,35,3.44,778.4
